method_id,level,fold_id,condition,heldout_aspects,training_scope_id,selected_learning_rate,aspect_threshold,runner_up_sentiment_threshold,score_rows,score_sha256,result_payload_sha256,source_path,heldout_pair_micro_f1,heldout_aspect_micro_f1,heldout_presence_f1,heldout_presence_ap,heldout_sentiment_accuracy,oracle_pair_micro_f1,oracle_top_one_sentiment_accuracy,overall_pair_micro_f1,seen_pair_micro_f1,heldout_aspect_predicted_label_count,heldout_pair_predicted_label_count,heldout_presence_positive_rows,heldout_presence_predicted_positive_rows,heldout_row_count,heldout_candidate_aspect_count,heldout_max_aspect_label_count
distilbert_review_candidate_cross_encoder,L2,l2-a06,D,Online experience: App website,heldout-a06,5e-05,0.847634196281,0.99,38052,c5fd323c69d001be0f7a62ece4aa310bd1be74daf337f76260c6d9d89497814b,78c13eccca1b28a63c373342ac3f0c5c5d6ee24c5caf9e22d913c81c262cd292,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a06\D.json,0.0125,0.012738853503184714,0.012738853503184714,0.565652131124265,1.0,0.9058201058201059,0.9145299145299145,0.4353628023352794,0.5004812319538018,3,3,468,3,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a06,N,Online experience: App website,heldout-a06,5e-05,0.847634196281,0.99,38052,7d46c0d3a18d3a90fb6f644e2ed01b7f09808bcb952c6bf84f10baaefb3165ec,7c7c36a85ae08c7129f162bc6e2a28ae46333c0dd1b7bd89b857cc7f2c91e08c,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a06\N.json,0.08846153846153847,0.09393346379647749,0.09393346379647749,0.5153347802222155,0.9583333333333334,0.9079365079365079,0.9166666666666666,0.44157272477316467,0.5004812319538018,43,43,468,43,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a07,D,Purchase booking experience: Ease of use,heldout-a07,5e-05,0.831401854753,0.465337067842,38052,7e9ea1795b494fb014f7e9405f512f1737ba867b5a28d1bc24e0abde9e978ce4,1bc9d880676eb9a7254da36cc7fbeb525750404864e4507cf48147d427be8793,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a07\D.json,0.06824146981627296,0.06860158311345646,0.06860158311345646,0.34927202605912233,1.0,0.9258160237388724,0.9253731343283582,0.4609263995453254,0.5086042065009561,44,44,335,44,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a07,N,Purchase booking experience: Ease of use,heldout-a07,5e-05,0.831401854753,0.465337067842,38052,5737b44dbee93ca75ad3af24a6ea56407ba193a0176ed34941fabd0271f41632,9d317759dfebdc23a8a62102618aa8c492bc120b91bed01b3d9ae06e8a1d656f,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a07\N.json,0.07481296758104738,0.08060453400503778,0.08060453400503778,0.3221400528296601,0.9375,0.9255952380952381,0.9283582089552239,0.45945182254874256,0.5086042065009561,62,64,335,62,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a08,D,Staff support: Attitude of staff,heldout-a08,5e-05,0.783760756254,0.99,38052,1a6af8f3dc8abb469323a66bb4caba0b386351abdd68f3647ef23768374990a1,6bfb4ea2a67f8d64a80913a8bbca42ce69f37b302a73541e43d251a8fe51d090,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a08\D.json,0.09333333333333334,0.18791946308724833,0.18791946308724833,0.4333105608069115,0.5,0.8207171314741036,0.824,0.5288226129534832,0.5438636886944508,24,24,125,24,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a08,N,Staff support: Attitude of staff,heldout-a08,5e-05,0.783760756254,0.99,38052,b6fe54cd0e750d86ec7e63f435b2f2d41279980bfe5104ae9743f95c8b9f2104,abbbf36c84e1174110c8f2c0aae5ce16f67b1a8d139f8c4dbc5b234f42ed6782,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a08\N.json,0.12244897959183673,0.1780821917808219,0.1780821917808219,0.3376574942852806,0.6923076923076923,0.8207171314741036,0.824,0.5300668151447662,0.5438636886944508,21,21,125,21,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a09,D,Staff support: Email,heldout-a09,5e-05,0.808697283268,0.358062401414,38052,f6a2c854513539eb45ef92b10ef04df9b6fc2286efa01a614dc70230c6061dbb,d8fba888de836e525cf43616ace93a1695461d4ed460a4885df2f8ea2a5c2965,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a09\D.json,0.08,0.12,0.12,0.07659436210732708,0.6666666666666666,0.7692307692307693,0.7692307692307693,0.5079658277534057,0.5129642606867554,37,37,13,37,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a09,N,Staff support: Email,heldout-a09,5e-05,0.808697283268,0.358062401414,38052,d70d8d929fb606d050df6113d09b5ec6afce60305529605c3bfcfd8d7adc314e,f448fecb8101b45857845ee4d3579f3057674314859677f4d47a0e11673a0e7e,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a09\N.json,0.06722689075630252,0.08403361344537816,0.08403361344537816,0.08107912383162698,0.8,0.7692307692307693,0.7692307692307693,0.5009090909090909,0.5129642606867554,106,106,13,106,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a10,D,Staff support: Phone,heldout-a10,5e-05,0.677802801132,0.44500336051,38052,4a6037a31c7f5f14155b0838107771c249f6f824862e1512ae87d8702994ee21,88f7cf8b55592b33250c0511bfc4dfe68c3c8125b7fa534749de869a33476855,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a10\D.json,0.2028985507246377,0.2318840579710145,0.2318840579710145,0.18873561605375874,0.875,0.7777777777777778,0.7777777777777778,0.5367735712563299,0.5424227562530652,51,51,18,51,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a10,N,Staff support: Phone,heldout-a10,5e-05,0.677802801132,0.44500336051,38052,3663f696882c6ce3cdd3d03300694635e80f3f88f6164e420bf4e4086521a4a9,0e6ffcfcaeafde90ee54f662afe59ecfcf0369b79d4d7b29fd3b7ddb84bce3d5,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a10\N.json,0.10185185185185185,0.10232558139534884,0.10232558139534884,0.14769299241803308,1.0,0.8108108108108109,0.8333333333333334,0.52026082906381,0.5424227562530652,197,198,18,197,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a11,D,Value: Discounts promotions,heldout-a11,3e-05,0.814879208803,0.372497498989,38052,409acdb13b072244ffcd61fa484d9630f0b530635e13c1a2f929b51cf8211a69,b201d6538cfd93fa5022ccd8cb6ba9a21eee5f4a9185236b97dc8d364a34c90c,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a11\D.json,0.0759493670886076,0.0759493670886076,0.0759493670886076,0.07604791904450758,1.0,0.8627450980392157,0.8627450980392157,0.5136853746198508,0.5234595816845675,28,28,51,28,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a11,N,Value: Discounts promotions,heldout-a11,3e-05,0.814879208803,0.372497498989,38052,2af7a099582a863f526e730d6f9d88264facf708eda7e7227b6ca68a4fbbb522,ddd587a4e892e3bd8f111ee91767294626c26b3d8fad70a4092508ac3bab78eb,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a11\N.json,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.07161951289448666,1.0,0.8627450980392157,0.8627450980392157,0.514824050983652,0.5234595816845675,20,20,51,20,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a12,D,Value: Price value for money,heldout-a12,5e-05,0.80976125598,0.346438273787,38052,a63e5c954357fe2190d7e85f8b69221b13e9397c270a22490317992d71712263,675b5200463a2f2c265801e7d265a12502967e286fbb2c1aa4d3714e4bf54ac7,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a12\D.json,0.2585551330798479,0.2988505747126437,0.2988505747126437,0.3122660152792349,0.8717948717948718,0.8769230769230769,0.875,0.5292727750065634,0.5493513818386915,133,135,128,133,1057,1,1057
distilbert_review_candidate_cross_encoder,L2,l2-a12,N,Value: Price value for money,heldout-a12,5e-05,0.80976125598,0.346438273787,38052,366057814a25dcdd161f8cc662c92b09cc3d1d807e00b0a33c8a29094db82d7f,5d99a3a9a6d1aae2ef7b00513f5d3592c898e7afae403c1b43767194e7f1d20b,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L2\l2-a12\N.json,0.2125984251968504,0.25296442687747034,0.25296442687747034,0.2533252147009428,0.84375,0.8846153846153846,0.8828125,0.5268421052631579,0.5493513818386915,125,126,128,125,1057,1,1057
distilbert_review_candidate_cross_encoder,L4,l4-g01,D,Company brand: Competitor; Company brand: General satisfaction; Company brand: Reviews,heldout-a02-a03-a04,5e-05,0.823009282351,0.3612216115,38052,b969c3d2816506b76de213ee113952de7cb3c5e6f02ba96f142ce13db966ec89,f645f61df01c6b275cfe7934393e75545eb0ed0799cce7cedf1b454f173a6093,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L4\l4-g01\D.json,0.06932409012131716,0.07692307692307693,0.07615230460921844,,0.9090909090909091,,,0.4624277456647399,,63,68,472,27,1057,3,3171
distilbert_review_candidate_cross_encoder,L4,l4-g02,D,Staff support: Attitude of staff; Staff support: Email; Staff support: Phone,heldout-a08-a09-a10,5e-05,0.783783555031,0.27,38052,b2b0f4810db43cc3de35d53917dd379b2502640cd425955b206818f640614d60,5b4937fcab28edc6e39d715b1d84567736e431873fcad649f5a920a3fbc836e6,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L4\l4-g02\D.json,0.21305841924398625,0.28169014084507044,0.3448275862068966,,0.775,,,0.5444444444444444,,128,134,137,66,1057,3,3171
distilbert_review_candidate_cross_encoder,L4,l4-g03,D,Value: Discounts promotions; Value: Price value for money,heldout-a11-a12,5e-05,0.726860821247,0.43,38052,7a71c1c0c5ef6271d252e467594d654d9089ba3f78b5f6f93b7e7e87a20a9fa0,51f4438b7da2078e64f21b65d822f6bb0a5ac012f3744de9f21992648fe10a72,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\distilbert_review_candidate_cross_encoder\L4\l4-g03\D.json,0.24630541871921183,0.2740740740740741,0.3581267217630854,,0.9009009009009009,,,0.48800309597523217,,631,633,173,553,1057,2,2114
frozen_qwen_few_shot,L2,l2-a01,D,Account management: Account access,heldout-a01,,0.99999922514,0.99,38052,4509aa6b7d20971fa69f5bd06ec96a3664c2de0757c68979fd1e24144fd29995,d2ce84aca5a98c5bccd2c596de9f0f512a74810b9045c9d404bfde40fab9be9c,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a01\D.json,0.6170212765957447,0.6702127659574468,0.6702127659574468,0.5273322971024234,0.9206349206349206,0.9012345679012346,0.9012345679012346,0.59247889485802,0.5912389142703575,107,107,81,107,1057,1,1057
frozen_qwen_few_shot,L2,l2-a01,N,Account management: Account access,heldout-a01,,0.99999922514,0.99,38052,4d0d6c4c15cb38f56a3f7ca4de5641ed4d85e09ec29bcaa649440736f0449d21,85e54944772a1e770da0b76e3fc0382defe43420838933f5faf8101679909144,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a01\N.json,0.5714285714285714,0.5925925925925926,0.5925925925925926,0.4563880216890792,0.9642857142857143,0.9382716049382716,0.9382716049382716,0.5902813299232736,0.5912389142703575,108,108,81,108,1057,1,1057
frozen_qwen_few_shot,L2,l2-a02,D,Company brand: Competitor,heldout-a02,,0.99999922514,0.34,38052,2c5155a8c75a9746b7c08e76ec40462d7c4f18dab5e12f4f5420f9956b711036,9cd38dac95ea69bc5c08212e760e9dab41615ecb5a476ba27b92038811ae78fc,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a02\D.json,0.28193832599118945,0.41818181818181815,0.41818181818181815,0.2777638687164848,0.6956521739130435,0.375,0.37209302325581395,0.5682337992376112,0.5857605177993528,134,141,86,134,1057,1,1057
frozen_qwen_few_shot,L2,l2-a02,N,Company brand: Competitor,heldout-a02,,0.99999922514,0.34,38052,1754f13cdf01723d3e9ea409d044279b7b72972375a54374fef80b2089924ca3,fa91fe5c5bcb7aa04612ec4e3466984df5f6632b3c24b1e8b070a6e33847ab2c,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a02\N.json,0.10416666666666667,0.125,0.125,0.386971975673154,0.8333333333333334,0.6292134831460674,0.627906976744186,0.5736067297581493,0.5857605177993528,10,10,86,10,1057,1,1057
frozen_qwen_few_shot,L2,l2-a03,D,Company brand: General satisfaction,heldout-a03,,0.999999940395,0.99,38052,a935e0b1571ee3256e27f2f47cf35f0b565e25700db2565e0a34e78e9aa61b87,a7133b1a3a114f61763a065792f47d7535ae6ada4c208fb4d28e4d23f73c5b53,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a03\D.json,0.569402228976697,0.5977710233029382,0.5977710233029382,0.49081530762810033,0.9525423728813559,0.9102244389027432,0.9102244389027432,0.5144623537204681,0.4991530208921513,586,586,401,586,1057,1,1057
frozen_qwen_few_shot,L2,l2-a03,N,Company brand: General satisfaction,heldout-a03,,0.999999940395,0.99,38052,faac3481808c0e6f09e76b4509333ad3cfbcbe2519c0d0f893091f0ea5cad5ed,39c0d8865298c77678bd09eeec98f2ff7fbb53f879b77e62a6a4f17ad311cdbe,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a03\N.json,0.5064377682403434,0.5264663805436338,0.5264663805436338,0.5654454989992663,0.9619565217391305,0.9077306733167082,0.9077306733167082,0.5003536901674134,0.4991530208921513,298,298,401,298,1057,1,1057
frozen_qwen_few_shot,L2,l2-a04,D,Company brand: Reviews,heldout-a04,,0.999999821186,0.34,38052,6487b78a090f675cd77bdfab3e3a825c65b50236d1aedec70dfcc6d41fc108ad,4e11f4f913f39c5bcc6aed56a642ef038c3326b2609808f660b39fe8f9f955d4,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a04\D.json,0.42105263157894735,0.6666666666666666,0.6666666666666666,0.5426786940771874,0.631578947368421,0.6363636363636364,0.6363636363636364,0.5306020484636522,0.5321844906234161,35,35,22,35,1057,1,1057
frozen_qwen_few_shot,L2,l2-a04,N,Company brand: Reviews,heldout-a04,,0.999999821186,0.34,38052,ecf1daab35e004dd4a8761287e5455dc04cad0fdd1b46749d15c2831242a0b8c,a17467d6ea2baa02caa6cc06ee2eca14fd8943c76ec0d2132a105fd3b77b23f7,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a04\N.json,0.4117647058823529,0.5882352941176471,0.5882352941176471,0.6794849965830073,0.7,0.7272727272727273,0.7272727272727273,0.5311557788944724,0.5321844906234161,12,12,22,12,1057,1,1057
frozen_qwen_few_shot,L2,l2-a05,D,Logistics rides: Speed,heldout-a05,,0.999999821186,0.000226961485,38052,bb488cc762a629a11baeb8e6d9129d6401dcbd36bd3dbc18313a4c70d4c866bc,7ea70a0415d870dc305ac451b7f4788d5ddcfef426f8c6a5416b807e260a6311,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a05\D.json,0.41916167664670656,0.4444444444444444,0.4444444444444444,0.5819747386592108,0.9722222222222222,0.7401574803149606,0.7627118644067796,0.48630783758262514,0.4890636520029491,44,49,118,44,1057,1,1057
frozen_qwen_few_shot,L2,l2-a05,N,Logistics rides: Speed,heldout-a05,,0.999999821186,0.000226961485,38052,d135b389e53435f360fc1ada71cd287d8257c8a154bc00f0f371965331b9d365,eff8510bdd910db697a23e5554297ef32f6dfb94a2a04b9d91cfe27105cd5e9e,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a05\N.json,0.44025157232704404,0.445859872611465,0.445859872611465,0.6365452244286667,1.0,0.8548387096774194,0.8559322033898306,0.48722800378429515,0.4890636520029491,39,41,118,39,1057,1,1057
frozen_qwen_few_shot,L2,l2-a06,D,Online experience: App website,heldout-a06,,0.999963879585,0.414898380637,38052,0194ea392d2cfb3112c0f64581ba9bba306cfa75c4fcd59545a2f4d1919c2aac,27b740fc3422c01175f15f88788b6a7f67755a6d82a867cc7e111ffcb014c608,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a06\D.json,0.6680896478121665,0.8120950323974082,0.8120950323974082,0.8043709722534582,0.812987012987013,0.7447257383966245,0.7478632478632479,0.5401312468450278,0.500495867768595,458,460,468,458,1057,1,1057
frozen_qwen_few_shot,L2,l2-a06,N,Online experience: App website,heldout-a06,,0.999963879585,0.414898380637,38052,11d5c37160e4b727266f39f40d68f949aedbbb9d810e5b05e6f59c1e10ea1421,2fdd36d1b1fb8345d5e2598cb2d64dc8f2e759368827035f22ed2ad9b1e11d5e,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a06\N.json,0.7153284671532847,0.8044280442804428,0.8044280442804428,0.9076150844660285,0.8828828828828829,0.8236536430834214,0.8290598290598291,0.54639979204575,0.500495867768595,345,345,468,345,1057,1,1057
frozen_qwen_few_shot,L2,l2-a07,D,Purchase booking experience: Ease of use,heldout-a07,,0.05,0.32,38052,4457a6f9dcb29af7dd1fa67e692d94a3d7cd01fec33f6523dd3cc1237501b7a1,caab0607ccd98f64a8418ebe57599df8bc51973f0136915ea1ce9247cccd4d27,C:\Msc_DSML\Msc_Project\cloud_backups\taxonomy_two_stage_formal_v2_r2\worker-distil-frozen\results\frozen_qwen_few_shot\L2\l2-a07\D.json,0.5639097744360902,0.6060606060606061,0.6060606060606061,0.5608483388567067,0.9297520661157025,0.827893175074184,0.8298507462686567,0.5509039010466222,0.5478567234292425,457,461,335,457,1057,1,1057
